File Name,Unicode Symbol
purpur_block,'\ue377'
purpur_pillar,'\ue378'
purpur_slab,'\ue379'
purpur_stairs,'\ue37a'
quartz,'\ue37b'
quartz_block,'\ue37c'
quartz_bricks,'\ue37d'
quartz_pillar,'\ue37e'
quartz_slab,'\ue37f'
quartz_stairs,'\ue380'
rabbit,'\ue381'
rabbit_foot,'\ue382'
rabbit_hide,'\ue383'
rabbit_spawn_egg,'\ue384'
rabbit_stew,'\ue385'
rail,'\ue386'
ravager_spawn_egg,'\ue387'
redstone,'\ue388'
redstone_block,'\ue389'
redstone_lamp,'\ue38a'
redstone_ore,'\ue38b'
redstone_torch,'\ue38c'
red_banner,'\ue38d'
red_bed,'\ue38e'
red_carpet,'\ue38f'
red_concrete,'\ue390'
red_concrete_powder,'\ue391'
red_dye,'\ue392'
red_glazed_terracotta,'\ue393'
red_mushroom,'\ue394'
red_mushroom_block,'\ue395'
red_nether_bricks,'\ue396'
red_nether_brick_slab,'\ue397'
red_nether_brick_stairs,'\ue398'
red_nether_brick_wall,'\ue399'
red_sand,'\ue39a'
red_sandstone,'\ue39b'
red_sandstone_slab,'\ue39c'
red_sandstone_stairs,'\ue39d'
red_sandstone_wall,'\ue39e'
red_shulker_box,'\ue39f'
red_stained_glass,'\ue3a0'
red_stained_glass_pane,'\ue3a1'
red_terracotta,'\ue3a2'
red_tulip,'\ue3a3'
red_wool,'\ue3a4'
repeater,'\ue3a5'
respawn_anchor,'\ue3a6'
rose_bush,'\ue3a7'
rotten_flesh,'\ue3a8'
saddle,'\ue3a9'
salmon,'\ue3aa'
salmon_bucket,'\ue3ab'
salmon_spawn_egg,'\ue3ac'
sand,'\ue3ad'
sandstone,'\ue3ae'
sandstone_slab,'\ue3af'
sandstone_stairs,'\ue3b0'
sandstone_wall,'\ue3b1'
scaffolding,'\ue3b2'
scute,'\ue3b3'
seagrass,'\ue3b4'
sea_lantern,'\ue3b5'
sea_pickle,'\ue3b6'
shears,'\ue3b7'
sheep_spawn_egg,'\ue3b8'
shield,'\ue3b9'
shroomlight,'\ue3ba'
shulker_box,'\ue3bb'
shulker_shell,'\ue3bc'
shulker_spawn_egg,'\ue3bd'
silverfish_spawn_egg,'\ue3be'
skeleton_horse_spawn_egg,'\ue3bf'
skeleton_skull,'\ue3c0'
skeleton_spawn_egg,'\ue3c1'
skull_banner_pattern,'\ue3c2'
slime_ball,'\ue3c3'
slime_block,'\ue3c4'
slime_spawn_egg,'\ue3c5'
smithing_table,'\ue3c6'
smoker,'\ue3c7'
smooth_quartz,'\ue3c8'
smooth_quartz_slab,'\ue3c9'
smooth_quartz_stairs,'\ue3ca'
smooth_red_sandstone,'\ue3cb'
smooth_red_sandstone_slab,'\ue3cc'
smooth_red_sandstone_stairs,'\ue3cd'
smooth_sandstone,'\ue3ce'
smooth_sandstone_slab,'\ue3cf'
smooth_sandstone_stairs,'\ue3d0'
smooth_stone,'\ue3d1'
smooth_stone_slab,'\ue3d2'
snow,'\ue3d3'
snowball,'\ue3d4'
snow_block,'\ue3d5'
soul_campfire,'\ue3d6'
soul_lantern,'\ue3d7'
soul_sand,'\ue3d8'
soul_soil,'\ue3d9'
soul_torch,'\ue3da'
spectral_arrow,'\ue3db'
spider_eye,'\ue3dc'
spider_spawn_egg,'\ue3dd'
splash_potion,'\ue3de'
splash_potion_1,'\ue3df'
splash_potion_10,'\ue3e0'
splash_potion_11,'\ue3e1'
splash_potion_12,'\ue3e2'
splash_potion_13,'\ue3e3'
splash_potion_14,'\ue3e4'
splash_potion_15,'\ue3e5'
splash_potion_16,'\ue3e6'
splash_potion_17,'\ue3e7'
splash_potion_18,'\ue3e8'
splash_potion_19,'\ue3e9'
splash_potion_2,'\ue3ea'
splash_potion_20,'\ue3eb'
splash_potion_21,'\ue3ec'
splash_potion_22,'\ue3ed'
splash_potion_23,'\ue3ee'
splash_potion_24,'\ue3ef'
splash_potion_25,'\ue3f0'
splash_potion_26,'\ue3f1'
splash_potion_27,'\ue3f2'
splash_potion_28,'\ue3f3'
splash_potion_29,'\ue3f4'
splash_potion_3,'\ue3f5'
splash_potion_30,'\ue3f6'
splash_potion_31,'\ue3f7'
splash_potion_32,'\ue3f8'
splash_potion_33,'\ue3f9'
splash_potion_34,'\ue3fa'
splash_potion_35,'\ue3fb'
splash_potion_36,'\ue3fc'
splash_potion_37,'\ue3fd'
splash_potion_38,'\ue3fe'
splash_potion_39,'\ue3ff'
splash_potion_4,'\ue400'
splash_potion_40,'\ue401'
splash_potion_5,'\ue402'
splash_potion_6,'\ue403'
splash_potion_7,'\ue404'
splash_potion_8,'\ue405'
splash_potion_9,'\ue406'
sponge,'\ue407'
spruce_boat,'\ue408'
spruce_button,'\ue409'
spruce_door,'\ue40a'
spruce_fence,'\ue40b'
spruce_fence_gate,'\ue40c'
spruce_leaves,'\ue40d'
spruce_log,'\ue40e'
spruce_planks,'\ue40f'
spruce_pressure_plate,'\ue410'
spruce_sapling,'\ue411'
spruce_sign,'\ue412'
spruce_slab,'\ue413'
spruce_stairs,'\ue414'
spruce_trapdoor,'\ue415'
spruce_wood,'\ue416'
squid_spawn_egg,'\ue417'
stick,'\ue418'
sticky_piston,'\ue419'
stone,'\ue41a'
stonecutter,'\ue41b'
stone_axe,'\ue41c'
stone_bricks,'\ue41d'
stone_brick_slab,'\ue41e'
stone_brick_stairs,'\ue41f'
stone_brick_wall,'\ue420'
stone_button,'\ue421'
stone_hoe,'\ue422'
stone_pickaxe,'\ue423'
stone_pressure_plate,'\ue424'
stone_shovel,'\ue425'
stone_slab,'\ue426'
stone_stairs,'\ue427'
stone_sword,'\ue428'
stray_spawn_egg,'\ue429'
strider_spawn_egg,'\ue42a'
string,'\ue42b'
stripped_acacia_log,'\ue42c'
stripped_acacia_wood,'\ue42d'
stripped_birch_log,'\ue42e'
stripped_birch_wood,'\ue42f'
stripped_crimson_hyphae,'\ue430'
stripped_crimson_stem,'\ue431'
stripped_dark_oak_log,'\ue432'
stripped_dark_oak_wood,'\ue433'
stripped_jungle_log,'\ue434'
stripped_jungle_wood,'\ue435'
stripped_oak_log,'\ue436'
stripped_oak_wood,'\ue437'
stripped_spruce_log,'\ue438'
stripped_spruce_wood,'\ue439'
stripped_warped_hyphae,'\ue43a'
stripped_warped_stem,'\ue43b'
sugar,'\ue43c'
sugar_cane,'\ue43d'
sunflower,'\ue43e'
sweet_berries,'\ue43f'
tall_grass,'\ue440'
target,'\ue441'
terracotta,'\ue442'
tipped_arrow,'\ue443'
tipped_arrow_1,'\ue444'
tipped_arrow_10,'\ue445'
tipped_arrow_11,'\ue446'
tipped_arrow_12,'\ue447'
tipped_arrow_13,'\ue448'
tipped_arrow_14,'\ue449'
tipped_arrow_15,'\ue44a'
tipped_arrow_16,'\ue44b'
tipped_arrow_17,'\ue44c'
tipped_arrow_18,'\ue44d'
tipped_arrow_19,'\ue44e'
tipped_arrow_2,'\ue44f'
tipped_arrow_20,'\ue450'
tipped_arrow_21,'\ue451'
tipped_arrow_22,'\ue452'
tipped_arrow_23,'\ue453'
tipped_arrow_24,'\ue454'
tipped_arrow_25,'\ue455'
tipped_arrow_26,'\ue456'
tipped_arrow_27,'\ue457'
tipped_arrow_28,'\ue458'
tipped_arrow_29,'\ue459'
tipped_arrow_3,'\ue45a'
tipped_arrow_30,'\ue45b'
tipped_arrow_31,'\ue45c'
tipped_arrow_32,'\ue45d'
tipped_arrow_33,'\ue45e'
tipped_arrow_34,'\ue45f'
tipped_arrow_35,'\ue460'
tipped_arrow_36,'\ue461'
tipped_arrow_4,'\ue462'
tipped_arrow_5,'\ue463'
tipped_arrow_6,'\ue464'
tipped_arrow_7,'\ue465'
tipped_arrow_8,'\ue466'
tipped_arrow_9,'\ue467'
tnt,'\ue468'
tnt_minecart,'\ue469'
torch,'\ue46a'
totem_of_undying,'\ue46b'
trader_llama_spawn_egg,'\ue46c'
trapped_chest,'\ue46d'
trident,'\ue46e'
tripwire_hook,'\ue46f'
tropical_fish,'\ue470'
tropical_fish_bucket,'\ue471'
tropical_fish_spawn_egg,'\ue472'
tube_coral,'\ue473'
tube_coral_block,'\ue474'
tube_coral_fan,'\ue475'
turtle_egg,'\ue476'
turtle_helmet,'\ue477'
turtle_spawn_egg,'\ue478'
twisting_vines,'\ue479'
vex_spawn_egg,'\ue47a'
villager_spawn_egg,'\ue47b'
vindicator_spawn_egg,'\ue47c'
vine,'\ue47d'
wandering_trader_spawn_egg,'\ue47e'
warped_button,'\ue47f'
warped_door,'\ue480'
warped_fence,'\ue481'
warped_fence_gate,'\ue482'
warped_fungus,'\ue483'
warped_fungus_on_a_stick,'\ue484'
warped_hyphae,'\ue485'
warped_nylium,'\ue486'
warped_planks,'\ue487'
warped_pressure_plate,'\ue488'
warped_roots,'\ue489'
warped_sign,'\ue48a'
warped_slab,'\ue48b'
warped_stairs,'\ue48c'
warped_stem,'\ue48d'
warped_trapdoor,'\ue48e'
warped_wart_block,'\ue48f'
water_bucket,'\ue490'
weeping_vines,'\ue491'
wet_sponge,'\ue492'
wheat,'\ue493'
wheat_seeds,'\ue494'
white_banner,'\ue495'
white_bed,'\ue496'
white_carpet,'\ue497'
white_concrete,'\ue498'
white_concrete_powder,'\ue499'
white_dye,'\ue49a'
white_glazed_terracotta,'\ue49b'
white_shulker_box,'\ue49c'
white_stained_glass,'\ue49d'
white_stained_glass_pane,'\ue49e'
white_terracotta,'\ue49f'
white_tulip,'\ue4a0'
white_wool,'\ue4a1'
witch_spawn_egg,'\ue4a2'
wither_rose,'\ue4a3'
wither_skeleton_skull,'\ue4a4'
wither_skeleton_spawn_egg,'\ue4a5'
wolf_spawn_egg,'\ue4a6'
wooden_axe,'\ue4a7'
wooden_hoe,'\ue4a8'
wooden_pickaxe,'\ue4a9'
wooden_shovel,'\ue4aa'
wooden_sword,'\ue4ab'
writable_book,'\ue4ac'
yellow_banner,'\ue4ad'
yellow_bed,'\ue4ae'
yellow_carpet,'\ue4af'
yellow_concrete,'\ue4b0'
yellow_concrete_powder,'\ue4b1'
yellow_dye,'\ue4b2'
yellow_glazed_terracotta,'\ue4b3'
yellow_shulker_box,'\ue4b4'
yellow_stained_glass,'\ue4b5'
yellow_stained_glass_pane,'\ue4b6'
yellow_terracotta,'\ue4b7'
yellow_wool,'\ue4b8'
zoglin_spawn_egg,'\ue4b9'
zombie_head,'\ue4ba'
zombie_horse_spawn_egg,'\ue4bb'
zombie_spawn_egg,'\ue4bc'
zombie_villager_spawn_egg,'\ue4bd'
zombified_piglin_spawn_egg,'\ue4be'
